post_id,content_type,prompt_used,ai_draft_excerpt,review_status,reviewer,review_timestamp,revision_note,checklist_claim_ok,checklist_pii_ok,checklist_tone_ok,checklist_cta_ok
P-Q2-04,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Chuẩn bị hồ sơ vay mua nhà cần những gì? — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Phạm Hải Yến (Brand),2026-07-18 15:25:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-04,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Chuẩn bị hồ sơ vay mua nhà cần những gì?', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Chuẩn bị hồ sơ vay mua nhà cần những gì? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem t,Approved,Phạm Hải Yến (Brand),2026-07-18 15:32:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-04,media_prompt,"Mô tả ảnh/video cho bài 'Chuẩn bị hồ sơ vay mua nhà cần những gì?': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Chuẩn bị hồ sơ vay mua nhà cần những gì?'",Approved,Lê Minh Châu (Content Lead),2026-07-18 15:39:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-05,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Cách tính khoản trả góp hàng tháng dễ hiểu — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Phạm Hải Yến (Brand),2026-07-18 15:46:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-05,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Cách tính khoản trả góp hàng tháng dễ hiểu', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Cách tính khoản trả góp hàng tháng dễ hiểu? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xe,Approved,Lê Minh Châu (Content Lead),2026-07-18 15:53:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-05,media_prompt,"Mô tả ảnh/video cho bài 'Cách tính khoản trả góp hàng tháng dễ hiểu': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Cách tính khoản trả góp hàng tháng dễ hiểu'",Approved,Phạm Hải Yến (Brand),2026-07-18 16:00:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-06,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Ưu đãi mùa mua nhà: miễn phí định giá tài sản — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Lê Minh Châu (Content Lead),2026-07-18 16:07:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-06,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Ưu đãi mùa mua nhà: miễn phí định giá tài sản', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Ưu đãi mùa mua nhà: miễn phí định giá tài sản! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp",Approved,Lê Minh Châu (Content Lead),2026-07-18 16:14:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-06,media_prompt,"Mô tả ảnh/video cho bài 'Ưu đãi mùa mua nhà: miễn phí định giá tài sản': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Ưu đãi mùa mua nhà: miễn phí định giá tài sản'",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 16:21:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-07,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Ước tính khoản vay trong 1 phút – dùng thử ngay — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Lê Minh Châu (Content Lead),2026-07-18 16:28:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-07,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Ước tính khoản vay trong 1 phút – dùng thử ngay', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Ước tính khoản vay trong 1 phút – dùng thử ngay! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản ",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 16:35:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-07,media_prompt,"Mô tả ảnh/video cho bài 'Ước tính khoản vay trong 1 phút – dùng thử ngay': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Ước tính khoản vay trong 1 phút – dùng thử ngay'",Approved,Lê Minh Châu (Content Lead),2026-07-18 16:42:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-08,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Đăng ký vay online và theo dõi hồ sơ trên app — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Trần Quốc Anh (Compliance),2026-07-18 16:49:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-08,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Đăng ký vay online và theo dõi hồ sơ trên app', pillar HowTo, CTA 'Tải app KPIM', kèm 2 hashtag","Đăng ký vay online và theo dõi hồ sơ trên app — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Tải ",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 16:56:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-08,media_prompt,"Mô tả ảnh/video cho bài 'Đăng ký vay online và theo dõi hồ sơ trên app': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Hướng dẫn, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Đăng ký vay online và theo dõi hồ sơ trên app'",Approved,Trần Quốc Anh (Compliance),2026-07-18 17:03:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-09,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","3 bước nộp hồ sơ vay mua nhà 100% online — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 17:10:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-09,caption,"Viết caption Facebook ≤ 90 từ cho bài '3 bước nộp hồ sơ vay mua nhà 100% online', pillar HowTo, CTA 'Tải app KPIM', kèm 2 hashtag","3 bước nộp hồ sơ vay mua nhà 100% online — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Tải app K",Approved,Lê Minh Châu (Content Lead),2026-07-18 17:17:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-09,media_prompt,"Mô tả ảnh/video cho bài '3 bước nộp hồ sơ vay mua nhà 100% online': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Hướng dẫn, tông màu thương hiệu KPIM, chủ thể chính minh hoạ '3 bước nộp hồ sơ vay mua nhà 100% online'",Approved,Trần Quốc Anh (Compliance),2026-07-18 17:24:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-10,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Gia đình anh Minh nhận nhà mới sau 3 tuần duyệt vay — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 17:31:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-10,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Gia đình anh Minh nhận nhà mới sau 3 tuần duyệt vay', pillar Testimonial, CTA 'Xem câu chuyện', kèm 2 hashtag","Gia đình anh Minh nhận nhà mới sau 3 tuần duyệt vay. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý c",Approved,Phạm Hải Yến (Brand),2026-07-18 17:38:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-10,media_prompt,"Mô tả ảnh/video cho bài 'Gia đình anh Minh nhận nhà mới sau 3 tuần duyệt vay': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Khách hàng nói gì, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Gia đình anh Minh nhận nhà mới sau 3 tuần duyệt '",Approved,Lê Minh Châu (Content Lead),2026-07-18 17:45:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-11,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Hành trình an cư cùng KPIM của khách hàng trẻ — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Trần Quốc Anh (Compliance),2026-07-18 17:52:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-11,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Hành trình an cư cùng KPIM của khách hàng trẻ', pillar Testimonial, CTA 'Xem câu chuyện', kèm 2 hashtag","Hành trình an cư cùng KPIM của khách hàng trẻ. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của chủ",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 17:59:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-11,media_prompt,"Mô tả ảnh/video cho bài 'Hành trình an cư cùng KPIM của khách hàng trẻ': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Khách hàng nói gì, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Hành trình an cư cùng KPIM của khách hàng trẻ'",Approved,Phạm Hải Yến (Brand),2026-07-18 18:06:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-12,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Lãi suất ưu đãi cố định 24 tháng – đăng ký sớm — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Phạm Hải Yến (Brand),2026-07-18 18:13:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-12,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Lãi suất ưu đãi cố định 24 tháng – đăng ký sớm', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Lãi suất ưu đãi cố định 24 tháng – đăng ký sớm! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản á",Approved,Lê Minh Châu (Content Lead),2026-07-18 18:20:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-12,media_prompt,"Mô tả ảnh/video cho bài 'Lãi suất ưu đãi cố định 24 tháng – đăng ký sớm': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Lãi suất ưu đãi cố định 24 tháng – đăng ký sớm'",Approved,Lê Minh Châu (Content Lead),2026-07-18 18:27:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-13,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Trả nợ linh hoạt, tất toán trước hạn phí thấp — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Phạm Hải Yến (Brand),2026-07-18 18:34:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-13,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Trả nợ linh hoạt, tất toán trước hạn phí thấp', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag","Trả nợ linh hoạt, tất toán trước hạn phí thấp. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quy",Approved,Phạm Hải Yến (Brand),2026-07-18 18:41:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-13,media_prompt,"Mô tả ảnh/video cho bài 'Trả nợ linh hoạt, tất toán trước hạn phí thấp': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Trả nợ linh hoạt, tất toán trước hạn phí thấp'",Approved,Phạm Hải Yến (Brand),2026-07-18 18:48:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-14,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","5 sai lầm khi vay mua nhà lần đầu — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Trần Quốc Anh (Compliance),2026-07-18 18:55:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-14,caption,"Viết caption Facebook ≤ 90 từ cho bài '5 sai lầm khi vay mua nhà lần đầu', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",5 sai lầm khi vay mua nhà lần đầu? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #,Approved,Phạm Hải Yến (Brand),2026-07-18 19:02:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-14,media_prompt,"Mô tả ảnh/video cho bài '5 sai lầm khi vay mua nhà lần đầu': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ '5 sai lầm khi vay mua nhà lần đầu'",Approved,Phạm Hải Yến (Brand),2026-07-18 19:09:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-15,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","KPIM đồng hành 5.000 gia đình an cư năm qua — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Phạm Hải Yến (Brand),2026-07-18 19:16:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-15,caption,"Viết caption Facebook ≤ 90 từ cho bài 'KPIM đồng hành 5.000 gia đình an cư năm qua', pillar Brand, CTA 'Theo dõi KPIM Bank', kèm 2 hashtag",KPIM đồng hành 5.000 gia đình an cư năm qua. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 19:23:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-15,media_prompt,"Mô tả ảnh/video cho bài 'KPIM đồng hành 5.000 gia đình an cư năm qua': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Thương hiệu, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'KPIM đồng hành 5.000 gia đình an cư năm qua'",Approved,Lê Minh Châu (Content Lead),2026-07-18 19:30:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-01,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","KPIM Digital – ngân hàng số trong túi bạn — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 19:37:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-01,caption,"Viết caption Facebook ≤ 90 từ cho bài 'KPIM Digital – ngân hàng số trong túi bạn', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag",KPIM Digital – ngân hàng số trong túi bạn. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền l,Approved,Phạm Hải Yến (Brand),2026-07-18 19:44:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-01,media_prompt,"Mô tả ảnh/video cho bài 'KPIM Digital – ngân hàng số trong túi bạn': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'KPIM Digital – ngân hàng số trong túi bạn'",Approved,Lê Minh Châu (Content Lead),2026-07-18 19:51:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-02,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Gửi tiết kiệm online lãi suất cao hơn 0,3% — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Lê Minh Châu (Content Lead),2026-07-18 19:58:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-02,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Gửi tiết kiệm online lãi suất cao hơn 0,3%', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag","Gửi tiết kiệm online lãi suất cao hơn 0,3%. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền ",Approved,Trần Quốc Anh (Compliance),2026-07-18 20:05:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-02,media_prompt,"Mô tả ảnh/video cho bài 'Gửi tiết kiệm online lãi suất cao hơn 0,3%': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Gửi tiết kiệm online lãi suất cao hơn 0,3%'",Approved,Trần Quốc Anh (Compliance),2026-07-18 20:12:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-03,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Vì sao tiết kiệm online lãi cao hơn quầy? — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Trần Quốc Anh (Compliance),2026-07-18 20:19:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-03,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Vì sao tiết kiệm online lãi cao hơn quầy?', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Vì sao tiết kiệm online lãi cao hơn quầy? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem ,Approved,Trần Quốc Anh (Compliance),2026-07-18 20:26:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-03,media_prompt,"Mô tả ảnh/video cho bài 'Vì sao tiết kiệm online lãi cao hơn quầy?': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Vì sao tiết kiệm online lãi cao hơn quầy?'",Approved,Trần Quốc Anh (Compliance),2026-07-18 20:33:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-04,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Gửi góp mỗi ngày – thói quen tích lũy thông minh — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Phạm Hải Yến (Brand),2026-07-18 20:40:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-04,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Gửi góp mỗi ngày – thói quen tích lũy thông minh', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Gửi góp mỗi ngày – thói quen tích lũy thông minh? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nh,Approved,Trần Quốc Anh (Compliance),2026-07-18 20:47:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-04,media_prompt,"Mô tả ảnh/video cho bài 'Gửi góp mỗi ngày – thói quen tích lũy thông minh': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Gửi góp mỗi ngày – thói quen tích lũy thông minh'",Approved,Lê Minh Châu (Content Lead),2026-07-18 20:54:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-05,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Mở sổ tiết kiệm đầu tiên – nhận ngay quà tặng — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Trần Quốc Anh (Compliance),2026-07-18 21:01:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-05,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Mở sổ tiết kiệm đầu tiên – nhận ngay quà tặng', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Mở sổ tiết kiệm đầu tiên – nhận ngay quà tặng! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp",Approved,Phạm Hải Yến (Brand),2026-07-18 21:08:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-05,media_prompt,"Mô tả ảnh/video cho bài 'Mở sổ tiết kiệm đầu tiên – nhận ngay quà tặng': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Mở sổ tiết kiệm đầu tiên – nhận ngay quà tặng'",Approved,Phạm Hải Yến (Brand),2026-07-18 21:15:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-06,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Tải app KPIM Digital, nhận 50k vào tài khoản — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 21:22:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-06,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Tải app KPIM Digital, nhận 50k vào tài khoản', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Tải app KPIM Digital, nhận 50k vào tài khoản! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp ",Approved,Trần Quốc Anh (Compliance),2026-07-18 21:29:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-06,media_prompt,"Mô tả ảnh/video cho bài 'Tải app KPIM Digital, nhận 50k vào tài khoản': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Tải app KPIM Digital, nhận 50k vào tài khoản'",Approved,Phạm Hải Yến (Brand),2026-07-18 21:36:00,,TRUE,TRUE,TRUE,TRUE
P-Q3-07,website,"Viết bài web 600 từ cho sản phẩm App số & Tiết kiệm online, persona Người trẻ 22-30 tuổi quen dùng app, ngại ra quầy, giọng Trẻ, nhanh, ưu tiên demo thao tác, bám key message: Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.","Mở sổ tiết kiệm online chỉ với 100.000đ — KPIM Bank giới thiệu App số & Tiết kiệm online với Mở sổ tiết kiệm online trong 3 phút, lãi suất cao hơn quầy 0,3%/năm.",Approved,Phạm Hải Yến (Brand),2026-07-18 21:43:00,,TRUE,TRUE,TRUE,TRUE
